,target,input-data,num_char,num_words,num_sent,cleaned_text
5148,0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),87,22,1,kthen come wenev u lik tel vikki get free time
5149,0,Pls call me da. What happen.,28,8,2,pl da happen
5150,0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,27,1,happi new year u ur familymay bring stabil tranquil vibrant colour life
5151,0,No problem with the renewal. I.ll do it right away but i dont know his details.,79,19,3,problem renew ill right away nt know detail
5152,0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,184,43,3,idk m sit stop shop park lot right bawl eye feel like failur want fail
5153,0,Haven't left yet so probably gonna be here til dinner,53,12,1,nt left probabl gon na til dinner
5154,0,"Like  &lt;#&gt; , same question",31,8,1,like ltgt question
5155,0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,85,22,3,new year eve ok went parti boyfriend si hey
5156,0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",77,16,1,sir need velusami date birth compani bank facil detail
5157,0,K k:) sms chat with me.,23,8,1,k sm chat
5158,0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,76,17,2,come karnan car wait till pm directli goto doctor
5159,0,No but the bluray player can,28,6,1,bluray player
5160,0,Ok... Then r we meeting later?,30,8,1,ok r meet later
5161,0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75,20,3,lol need cash nitro hurri come crash
5162,0,Just send a text. We'll skype later.,36,10,2,send text skype later
5163,0,Ok leave no need to ask,23,6,1,ok leav need ask
5165,0,ÌÏ still got lessons?  ÌÏ in sch?,33,10,2,ìï got lesson sch
5166,0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,99,27,6,y dun believ leh tot told true thk muz c tog
5167,0,Oh did you charge camera,24,5,1,oh charg camera
5168,0,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",67,17,1,got salt rub open wound like
5169,0,Now i'm going for lunch.,24,7,1,m go lunch
5170,0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,85,25,2,m school n ill da lab stuff ì r
5172,0,"Aight, text me tonight and we'll see what's up",46,12,1,aight text tonight s
5173,0,U 2.,4,3,1,u
5174,0,Water logging in desert. Geoenvironmental implications.,55,8,2,water log desert geoenvironment implic
5177,0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,23,4,strang watch nd m bed sweet dream miss u
5178,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,119,29,4,sm auction brand new nokia today free join txt
5179,0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101,27,1,hi hope u r ok said text nt seen let gentli
5180,0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,45,8,babe fuck love know good hear voic need crave nt ador ahmad kiss
5181,0,K sure am in my relatives home. Sms me de. Pls:-),49,14,2,k sure rel home sm de pl
5183,0,"Fuuuuck I need to stop sleepin, sup",35,8,1,fuuuuck need stop sleepin sup
5184,0,I'm in town now so i'll jus take mrt down later.,48,14,1,m town ill ju mrt later
5185,0,I just cooked a rather nice salmon a la you,43,10,1,cook nice salmon la
5186,0,I uploaded mine to Facebook,27,5,1,upload facebook
5187,0,WHAT TIME U WRKIN?,18,5,1,time u wrkin
5189,1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,142,35,3,ree entri weekli comp chanc win ipod txt pod std rate tc appli detail
5190,1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,156,32,3,record indic u mayb entitl pound compens accid claim free repli msg stop txt
5192,0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69,17,3,oh den muz chang plan liao yan jiu
5193,0,"It's wylie, you in tampa or sarasota?",37,10,1,wyli tampa sarasota
5194,0,Ok... Take ur time n enjoy ur dinner...,39,10,1,ok ur time n enjoy dinner
5195,0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,134,33,3,darren say dat u meet da ge den dun dinner co later leav xy feel awkward lunch lor
5196,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",150,31,1,spook mob halloween collect logo pic messag plu free eeri tone txt card zed p logop
5197,0,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,85,20,2,like cheap happi splash wine make feel better
5198,0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,116,25,4,s fine difficulti phone work pl send friend request
5199,0,Ugh my leg hurts. Musta overdid it on mon.,42,11,2,ugh leg hurt musta overdid mon
5200,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,151,29,5,germani penc minut fix line access number prepay direct wwwtelediscountcouk
5202,0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,40,9,1,wot student discount u book
5204,0,How come she can get it? Should b quite diff to guess rite...,61,15,2,come b diff guess rite
5205,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,160,27,3,mobil mth updat free orang latest colour camera unlimit weekend call upd freefon stoptxt
5207,0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",109,29,4,babe m answer nt mayb d better reboot ym got photo great
5208,0,Hi.what you think about match?,30,6,1,hiwhat think match
5209,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,68,6,know thinkin malaria relax child nt handl wors gastroenter take replac loss temp reduc med vomit self limit ill mean day complet stop
5210,0,Dai i downloaded but there is only exe file which i can only run that exe after installing.,91,19,1,dai download exe file run instal
5211,0,It is only yesterday true true.,31,7,1,yesterday true
5212,0,K.k.how is your business now?,29,6,1,kkhow busi
5213,0,3 pa but not selected.,22,6,1,pa select
5217,0,Well thats nice. Too bad i cant eat it,38,12,2,s nice bad nt eat
5218,0,I accidentally brought em home in the box,41,8,1,accident brought em home box
5219,0,Pls she needs to dat slowly or she will vomit more.,51,12,1,pl need dat slowli vomit
5220,0,I have to take exam with in march 3,35,9,1,exam march
5221,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",89,21,2,jane babe goin wrk feel ill lst nite fone cover chuck
5222,0,5 nights...We nt staying at port step liao...Too ex,51,13,2,nightsw nt stay port step liaotoo ex
5223,0,If I die I want u to have all my stuffs.,40,12,1,die want u stuff
5224,0,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",112,30,5,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip lr xxx
5227,0,I re-met alex nichols from middle school and it turns out he's dealing!,71,17,1,remet alex nichol middl school turn s deal
5228,1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,146,29,3,privat account statement fone show unredeem s m point identifi code expir
5229,0,It means u could not keep ur words.,35,9,1,mean u ur word
5230,0,"Nope, I'm still in the market",29,8,1,nope m market
5231,0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,143,37,3,realis busi guy m tri bother exam outta way car gr day
5233,0,Hey what how about your project. Started aha da.,48,11,2,hey project start aha da
5234,0,Ok cool. See ya then.,21,7,2,ok cool ya
5235,0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,98,23,2,uworld site buy qbank self assess
5237,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,155,28,2,someonon know tri contact date servic find mobil landlin boxskch
5238,0,Yeah I can still give you a ride,32,8,1,yeah ride
5239,0,"Jay wants to work out first, how's 4 sound?",43,12,1,jay want work s sound
5240,0,"Gud gud..k, chikku tke care.. sleep well gud nyt",48,13,1,gud gudk chikku tke care sleep nyt
5242,0,Hmm thinking lor...,19,4,1,hmm think lor
5243,0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,133,34,6,cours nt tea know simpli grin post prey love smile devour kiss
5244,0,thanks for the temales it was wonderful. Thank. Have a great week.,66,15,3,thank temal wonder great week
5245,0,Thank you princess! I want to see your nice juicy booty...,58,13,2,thank princess want nice juici booti
5246,0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,119,29,3,nt eaten day m sit stare juici pizza eat med ruin life
5248,0,U come n search tat vid..not finishd..,38,10,1,u come n search tat vidnot finishd
5249,0,"K I'm leaving soon, be there a little after 9",45,12,1,k m leav soon littl
5250,1,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,127,30,5,urgent landlin cash holiday await collect t c sae po box mxi
5251,0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,24,1,yeah work fine start week stuff dull easi guy fun
5252,0,You do your studies alone without anyones help. If you cant no need to study.,77,18,2,studi anyon help nt need
5253,0,Please tell me not all of my car keys are in your purse,55,13,1,tell car key purs
5254,0,I didnt get anything da,23,6,1,nt da
5255,0,Ok... Sweet dreams...,21,5,2,ok sweet dream
5256,0,Well she's in for a big surprise!,33,9,1,s big surpris
5258,0,1 in cbe. 2 in chennai.,23,8,1,cbe chennai
5259,0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,82,19,1,help u swoop pick ur bird r meet want
5260,0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,127,30,3,call treadmil ll buy sure work found ad craigslist sell ltgt
5261,0,I absolutely LOVE South Park! I only recently started watching the office.,74,14,2,absolut love south park recent start watch offic
5262,0,Did you see that film:),23,6,1,film
5263,0,Pls speak with me. I wont ask anything other then you friendship.,65,15,2,pl speak wo nt ask friendship
5265,0,Gud ni8.swt drms.take care,26,4,1,gud niswt drmstake care
5266,0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,152,34,3,hi darlin kate u doin somethin tonight m go pub call swan parent drink phone
5267,0,Anything lar then Ì_ not going home 4 dinner?,45,11,1,lar ì go home dinner
5268,0,\ER,3,1,1,er
5269,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145,33,4,nt prize custom tc wwwtcbiz pmin polo ltd suit london wj hl busi
5270,0,Did u fix the teeth?if not do it asap.ok take care.,51,12,1,u fix teethif asapok care
5271,0,So u wan 2 come for our dinner tonight a not?,45,12,1,u wan come dinner tonight
5272,0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",152,38,4,hellohow u doingwhat b move flat co need arrang pick lamp etc care hello carolin
5273,0,Its too late:)but its k.wish you the same.,42,9,1,latebut kwish
5274,0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",101,26,4,hi hope ur day good walk tabl book half let know come
5275,0,Oh yeah clearly it's my fault,29,7,2,oh yeah clearli fault
5276,0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,63,16,2,dunno leh nt rememb mayb lor wat time r meet tmr
5277,0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",168,42,1,best msg hard person u know step foward fall love amp ruin ur friendship good night
5278,1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,144,27,5,urgent mobil number award prize guarante land line claim valid hr ppm
5280,0,"Vikky, come around  &lt;TIME&gt; ..",35,9,1,vikki come lttimegt
5281,0,"And how you will do that, princess? :)",38,10,1,princess
5282,0,I have gone into get info bt dont know what to do,49,13,1,gone info bt nt know
5283,0,"Yeah, probably here for a while",31,7,1,yeah probabl
5286,0,I'm still pretty weak today .. Bad day ?,40,10,2,m pretti weak today bad day
5287,0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,113,26,7,hey nt forget possess properti mmm childish smile
5288,0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),119,27,1,excel thought misundrstud frnd knw u hate bt day wen ull truth urself gn
5289,0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,50,17,3,hey congrat u d luv ve home
5290,0,Dear where you. Call me,23,6,2,dear
5291,0,Xy trying smth now. U eat already? We havent...,47,13,3,xy tri smth u eat nt
5292,1,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,155,33,7,urgent landlin cash luxuri canari island holiday await collect tc sae po box mxi ppm
5293,0,I donno its in your genes or something,38,8,1,donno gene
5294,1,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,157,26,2,xma iscom ur award cd gift voucher free entri r weekli draw txt music tnc wwwldewcomwinppmxagesubscript
5295,0,Alex says he's not ok with you not being ok with it,51,13,1,alex say s ok
5296,0,Are u coming to the funeral home,32,7,1,u come funer home
5297,0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125,27,5,darl sister s school resum minimum wait period reappli care
5298,0,I.ll hand her my phone to chat wit u,36,9,1,ill hand phone chat wit u
5299,0,Well good morning mr . Hows london treatin' ya treacle?,55,13,2,good morn mr s london treatin ya treacl
5300,0,I can't make it tonight,23,6,1,nt tonight
5302,0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,87,22,3,ltgt buck bank fee fix better find
5303,0,"I can. But it will tell quite long, cos i haven't finish my film yet...",71,19,2,tell long co nt finish film
5304,0,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,94,26,1,pl ask macho budget bb bold co saw new ltgt dollar
5305,0,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",99,20,2,hi miss mumha beendrop red wine theplac adress
5306,0,Ill be at yours in about 3 mins but look out for me,51,13,1,ill min look
5307,0,What you did in  leave.,23,7,1,leav
5308,0,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,162,43,9,m come thursday yay gon na ok money cheer oh yeah alright s school work
5309,0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",82,21,3,jolli good way u ticket sat eve speak x
5310,0,"yeah, that's what I was thinking",32,8,1,yeah s think
5311,0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,146,30,3,kkim go tirunelvali week uncl spend take dress want moneyi feb
5312,0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,121,25,4,got ur favorit oyster n sashimi ok lar dun wait stomach start rumbl
5313,0,My sister going to earn more than me da.,40,10,1,sister go earn da
5316,0,Jus finish watching tv... U?,28,7,2,ju finish watch tv u
5317,0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",97,24,1,k fyi m parent place south tampa need deal
5318,0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",159,37,3,good morn love sleep wish great day feel better opportun thought babe kiss
5319,0,Kothi print out marandratha.,28,5,1,kothi print marandratha
5320,0,But we havent got da topic yet rite?,36,10,1,nt got da topic rite
5321,0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64,17,2,ok problem yup m go sch rem correctli
5322,0,"Thanks, I'll keep that in mind",30,8,1,thank ill mind
5323,0,Aah bless! How's your arm?,26,8,2,aah bless s arm
5324,0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,41,6,dear sirsalam alaikkumprid pleasur meet today tea shopw plea send contact number qatarrakhesh indianpl save numberrespect regard
5325,0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,47,5,gal n boy walk d park galcan hold ur hand boyi u think run away galno jst wana c feel heaven princegn
5326,0,What makes you most happy?,26,6,1,make happi
5327,0,Wishing you a wonderful week.,29,6,1,wish wonder week
5328,0,Sweet heart how are you?,24,6,1,sweet heart
5329,0,"Sir, waiting for your letter.",29,7,1,sir wait letter
5330,0,Dude im no longer a pisces. Im an aquarius now.,47,14,2,dude m longer pisc aquariu
5331,0,X course it 2yrs. Just so her messages on messenger lik you r sending me,72,16,2,x cours yr messag messeng lik r send
5332,0,I think steyn surely get one wicket:),37,8,1,think steyn sure wicket
5333,0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",125,33,5,sterm voic m studi fine sure thing resolv tho fab hol
5334,0,"Garbage bags, eggs, jam, bread, hannaford wheat chex",52,12,1,garbag bag egg jam bread hannaford wheat chex
5335,0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,192,51,5,pride m ltgt year old nt takin money kid suppos deal stuff grownup stuffwhi tell
5336,0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,126,30,3,sound better even m costum sure time finish tomorrow txt end
5337,0,My birthday is on feb  &lt;#&gt;  da. .,39,13,1,birthday feb ltgt da
5338,0,So when do you wanna gym?,25,7,1,wanna gym
5339,0,You'd like that wouldn't you? Jerk!,35,10,2,d like nt jerk
5340,0,Are u awake? Is there snow there?,33,9,2,u awak snow
5341,0,And of course you should make a stink!,38,9,1,cours stink
5342,1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,26,2,u r subscrib textcomp wkli comp st wk free question follow subsequ chargedpmsg unsubscrib txt stop custcar
5343,0,No go. No openings for that room 'til after thanksgiving without an upcharge.,77,16,2,open room til thanksgiv upcharg
5344,0,When you guys planning on coming over?,38,8,1,guy plan come
5345,0,Wat Ì_ doing now?,17,6,1,wat ì
5347,0,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,133,33,4,sir s hr trip bu week audit wednesday think drive time
5348,0,Do I? I thought I put it back in the box,40,12,2,thought box
5349,0,I'm home...,11,4,1,m home
5350,0,No one interested. May be some business plan.,45,10,2,interest busi plan
5351,0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,67,17,3,yup paragon nt decid cut hee
5352,0,Good morning princess! Have a great day!,40,9,2,good morn princess great day
5353,0,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,84,21,3,guai ìï shd haf seen s naughti free today jog
5354,0,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,100,32,3,aiyo co sm ì neva repli wait lar tot nt finish ur lab wat
5355,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,33,5,live simpl love laugh win tooo difficult
5356,0,Tell me something. Thats okay.,30,8,2,tell s okay
5358,0,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,125,31,6,hmm shall bring bottl wine amus joke ill red white tomorrow
5359,0,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,133,37,2,ur face test ltgt select number tell astrolog wait quick repli
5360,0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",56,15,1,hey iouri gave number m wyli ryan friend
5361,0,Yep get with the program. You're slacking.,42,10,2,yep program slack
5362,0,I'm in inside office..still filling forms.don know when they leave me.,70,15,1,m insid officestil fill formsdon know leav
5363,0,"I think your mentor is , but not 100 percent sure.",50,12,1,think mentor percent sure
5364,1,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),112,24,3,send girl erot ecstaci pmin stop text nat rate
5366,1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,157,29,3,xma reward wait comput randomli pick loyal mobil custom receiv
5367,0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,135,30,3,tri figur m suppos coupl differ peopl week said d nt set date
5368,1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,156,28,5,import messag final contact attempt wait custom claim dept expir
5369,0,Hi mom we might be back later than  &lt;#&gt; ,46,12,1,hi mom later ltgt
5370,1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,139,31,3,datingi start sent text talk sport radio week connect think coincid
5371,0,"Lol, oh you got a friend for the dog ?",38,11,1,lol oh got friend dog
5372,0,"Ok., is any problem to u frm him? Wats matter?",46,14,2,ok problem u frm wat matter
5373,0,"K I'll head out in a few mins, see you there",44,13,1,k ill head min
5376,0,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,116,28,3,nt want leav m bare stay sane fight constantli help
5377,1,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,90,18,3,current lead bid paus auction send custom care
5378,1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",160,30,1,free entri grprize wkli comp chanc win latest nokia psp cash wktxt great httpwwwgrprizescom
5379,0,Somebody set up a website where you can play hold em using eve online spacebucks,80,15,1,somebodi set websit play hold em eve onlin spacebuck
5380,0,Its sunny in california. The weather's just cool,48,10,2,sunni california weather cool
5381,1,You have 1 new message. Call 0207-083-6089,42,12,2,new messag
5382,0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",64,18,1,squeez ltgt buck dad
5383,0,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,88,20,3,good day toopray meremov teeth pain maintain stuff
5384,0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,161,36,6,babe hope ok shit night sleep fell asleep iåõm knacker dread work tonight thou upto x
5385,0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,147,27,2,friend help problem stupid suggest land forgt previou
5387,0,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,101,24,2,gentl babi soon take ltgt inch deep insid tight pussi
5388,0,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,40,12,2,fight good nite
5390,0,Nt joking seriously i told,26,5,1,nt joke serious told
5391,0,Watching ajith film ah?,23,5,1,watch ajith film ah
5392,0,Ooooooh I forgot to tell u I can get on yoville on my phone,59,14,1,ooooooh forgot tell u yovil phone
5393,0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",104,26,2,hand nt know mega shop asda count celebr s m
5394,0,I dont know exactly could you ask chechi.,41,10,1,nt know exactli ask chechi
5395,0,Dunno lei shd b driving lor cos i go sch 1 hr oni.,50,14,1,dunno lei shd b drive lor co sch hr oni
5396,0,As in i want custom officer discount oh.,40,9,2,want custom offic discount oh
5397,0,That's necessarily respectful,29,4,1,s necessarili respect
5398,0,Hi. Hope you had a good day. Have a better night.,49,14,3,hi hope good day better night
5399,0,And he's apparently bffs with carly quick now,45,9,1,s appar bff carli quick
5400,0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,163,35,2,hard true amp express love someonethat hurt leav even
5401,0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,86,21,1,babe think got ur brolli left english wil bring mrw u luv franxx
5402,0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,129,29,2,hi babe thank come nt welli want bed hope soon love kiss xxx
5403,0,So gd got free ice cream... I oso wan...,40,11,2,gd got free ice cream oso wan
5404,0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,69,16,2,pl prometazin syrup ml ltgt min later feed
5405,0,So how many days since then?,28,7,1,day
5406,0,Dear are you angry i was busy dear,34,8,1,dear angri busi
5407,0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,162,44,3,yup msg tat yiju tot group mate co meet today mah m askin ì leav earlier wat mayb haf walk v far
5408,0,... Are you in the pub?,23,7,1,pub
5409,0,There is a first time for everything :),39,8,1,time
5410,0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",82,22,2,daddi shu look u wan tell ure singapor wat
5411,0,I ask if u meeting da ge tmr nite...,36,10,1,ask u meet da ge tmr nite
5412,0,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,80,18,3,gr handl victoria island traffic plu s album
5413,0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,81,17,2,nite pocay wocay luv u n e thing eva promis ring morrowxxxx
5414,0,East coast,10,2,1,east coast
5415,0,You should get more chicken broth if you want ramen unless there's some I don't know about,90,19,1,chicken broth want ramen s nt know
5416,0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,112,26,3,slave want pictur today bright light cell phone
5417,0,Nope. I just forgot. Will show next week,40,10,3,nope forgot week
5418,0,So how are you really. What are you up to. How's the masters. And so on.,72,21,4,s master
5419,0,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),82,26,2,m bruce amp fowler mom car nt park long stori
5420,0,I dont know oh. Hopefully this month.,37,10,2,nt know oh hope month
5421,0,"Hi elaine, is today's meeting confirmed?",40,9,1,hi elain today meet confirm
5422,0,Ok k..sry i knw 2 siva..tats y i askd..,39,14,1,ok ksri knw sivatat y askd
5424,0,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,84,22,3,u horribl gal knew dat go wif yest n come ask
5426,0,Oh yeah! And my diet just flew out the window,45,11,2,oh yeah diet flew window
5427,1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,106,22,3,santa call littl one like xma eve book time
5428,0,You didnt complete your gist oh.,32,8,1,nt complet gist oh
5429,0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97,27,3,er yeah b sorri tell pubcaf sit come wen u
